trace	total.br.len	tree.height
mean	3175.33230727182	546.501719293461
stderr.of.mean	15.6142538283615	6.95025566204516
stdev	639.487568743626	287.126511060563
variance	408944.350577634	82441.6333538119
median	3041.03511772417	470.428164588727
mode	numeric	numeric
geometric.mean	3119.28244959388	487.726464262401
HPD95.lower	2238.32470737551	175.512621828187
HPD95.upper	4496.18333576469	1113.67843002744
ACT	NA	NA
ESS	1678.27484277123	1707.60087580004
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
