trace	RSV2_0	RSV2_1	RSV2_10	RSV2_11	RSV2_12	RSV2_13	RSV2_14	RSV2_15	RSV2_16	RSV2_17	RSV2_18	RSV2_19	RSV2_2	RSV2_20	RSV2_21	RSV2_22	RSV2_23	RSV2_24	RSV2_25	RSV2_26	RSV2_27	RSV2_28	RSV2_29	RSV2_3	RSV2_30	RSV2_31	RSV2_32	RSV2_33	RSV2_34	RSV2_35	RSV2_36	RSV2_37	RSV2_38	RSV2_39	RSV2_4	RSV2_40	RSV2_41	RSV2_42	RSV2_43	RSV2_44	RSV2_45	RSV2_46	RSV2_47	RSV2_48	RSV2_49	RSV2_5	RSV2_50	RSV2_51	RSV2_52	RSV2_53	RSV2_54	RSV2_55	RSV2_56	RSV2_57	RSV2_58	RSV2_59	RSV2_6	RSV2_60	RSV2_61	RSV2_62	RSV2_63	RSV2_64	RSV2_65	RSV2_66	RSV2_67	RSV2_68	RSV2_69	RSV2_7	RSV2_70	RSV2_71	RSV2_72	RSV2_73	RSV2_74	RSV2_75	RSV2_76	RSV2_77	RSV2_78	RSV2_79	RSV2_8	RSV2_80	RSV2_81	RSV2_82	RSV2_83	RSV2_84	RSV2_85	RSV2_86	RSV2_87	RSV2_88	RSV2_89	RSV2_9	RSV2_90	RSV2_91	RSV2_92	RSV2_93	RSV2_94	RSV2_95	RSV2_96	RSV2_97	RSV2_98	RSV2_99
mean	0.145582791687076	0.227040064734347	0.150072752029052	0.201068584023015	0.131977324462707	0.0462963716139465	0.174411708737352	0.183587756518483	0.253962172738443	0.262412199535689	0.18082545442561	0.261030153551767	0.0297476383886578	0.2788139816431	0.177096470183887	0.0507374558712993	0.295598183798023	0.302073516600277	0.125428408891188	0.282215064688604	0.373620693043823	0.153038114135309	0.302792115603591	0.184599495152612	0.166661325988038	0.230141697291872	0.199120738922295	0.185941876417533	0.213229207385684	0.130355373479761	0.247722109488022	0.360906200683433	0.232458402233299	0.211904671759644	0.184979089077413	0.455292137889201	0.225322441225467	0.334249994074701	0.162248766784271	0.391798111663618	0.127077613171908	0.314947992515247	0.0405979352524972	0.312803662651473	0.290892622259518	0.349046000044862	0.316573455692761	0.214361944180768	0.127653950170009	0.352951264655559	0.294019739450279	0.112388453579125	0.252726078752429	0.374333056520716	0.106362830240052	0.395810281024612	0.175764571846643	0.607398038820081	0.207538445498346	0.232230238114592	0.0935380583037006	0.281753249629308	0.153367162028206	0.454054421427154	0.358584926687937	0.202462186362444	0.537903641678062	0.162923916285714	0.224825855522581	0.388602922810646	0.284635789819644	0.198666737267649	0.440617883827535	0.0359633608361348	0.518889752566089	0.430493276157846	0.275711216991655	0.164716452071312	0.416954818555829	0.302087323631484	0.263117218183714	0.174748817427194	0.76780721420962	0.197305177629309	0.202652840006818	0.108041244602641	0.100998384509697	0.198492114402089	0.0842928420563018	0.166716636212494	0.0987997364275471	0.51024816188768	0.18835776392069	0.117086209394164	0.105150333645708	0.278781363570876	0.0492793089631473	0.226196524799989	0.418892891941849	0.194181145415718
HPD95.lower	0.103065579910835	0.201461562899159	0.131122151013108	0.193209487653896	0.102479645567837	0.0210055260447744	0.133815639709424	0.136066218032532	0.198008383564198	0.226380277256207	0.157779876904173	0.244176083470672	0.0202061271991624	0.255643143649567	0.165945438812222	0.0428540781718895	0.247772139701201	0.244553523140319	0.120511821519235	0.232662174216574	0.331487164927636	0.120105164940925	0.28946990781556	0.177065933255647	0.130201409437896	0.212166380519787	0.17484151454399	0.173904249619709	0.184145050651274	0.107096212850317	0.235880878139869	0.303015810290266	0.212648662407524	0.187487281641401	0.174478930297967	0.443291989070534	0.188193317475889	0.311990425247398	0.118419633113538	0.369979121534349	0.0853574847928595	0.257244687538294	0.0214976339944483	0.292629724423395	0.256218057754026	0.286299857057561	0.285717431269935	0.180125003582854	0.0998005562454828	0.306991613074392	0.278267684741176	0.0902949140398897	0.217092759708389	0.357305367188012	0.0750032343075979	0.361912326363214	0.1570458624004	0.595147920952182	0.194287399817905	0.2052245279181	0.0779761089969834	0.245724447497811	0.112887620765482	0.428553544021681	0.309417281811143	0.164322207936536	0.4822607831406	0.143875557885805	0.210036900929096	0.343312323188342	0.27532818038504	0.153874584836372	0.39061918969215	0.0259735030794344	0.494770345820922	0.3843845269562	0.225160775682367	0.128451490324805	0.397938349915561	0.25451778580144	0.245255682308084	0.137064631489655	0.734187317200207	0.189689853945518	0.153890026317314	0.0907103031524471	0.0929841890423665	0.174650044286618	0.0741831611997993	0.126402867618664	0.0911584058751711	0.461800861394747	0.177038006804892	0.101690808444101	0.0911778489514318	0.263317821716176	0.0416887737401025	0.180695304416364	0.370162086068456	0.166343070965906
HPD95.upper	0.189544694109664	0.25409557417879	0.170289182500516	0.208404453637198	0.158828276238249	0.0717218737002151	0.2121835804728	0.228728454075377	0.309616357524629	0.298979958445596	0.202534560564445	0.279155806137417	0.0396147579297003	0.30615350276325	0.185920146905174	0.0575719924598806	0.336440864564091	0.36152240428312	0.130188500013932	0.331984871952685	0.41447684510843	0.187741163265052	0.314760364418569	0.192111564404078	0.205626838720044	0.249557120314998	0.223851518107929	0.197446255916892	0.240615334380283	0.152480323463816	0.259232567259614	0.419743705076396	0.253411290262826	0.236706180025798	0.195301451128583	0.467334219433565	0.26145369586827	0.358300970423174	0.20202763147364	0.411358226523554	0.172316364030491	0.371494163505995	0.0620693565174135	0.333630450854602	0.323294600474275	0.408056716843339	0.351950869949759	0.25717768100238	0.153547639646877	0.399435987726823	0.310178801436975	0.134428497935933	0.284046600733169	0.391476548221544	0.139414577120257	0.426358838869132	0.191877420105693	0.620066376104092	0.221399620514828	0.25994301123848	0.108745888829829	0.312141123334161	0.193621049088977	0.480401592908023	0.420130351171138	0.244744245951899	0.598315737963309	0.183894317151938	0.239648104021738	0.433942898417749	0.291897195163514	0.245919718131959	0.488783984911619	0.0469792277228994	0.544028064776231	0.478040962461411	0.328411858401375	0.199140724338489	0.435465708936967	0.340314830277313	0.280661834282589	0.210187305322995	0.801454107008447	0.203694757912998	0.248920029414068	0.12639049738263	0.108032491666873	0.226355742190136	0.0959023187471837	0.201815972993576	0.105835513180955	0.556308275170783	0.199736233226682	0.13325042934555	0.11708739373891	0.295064897334876	0.0573404420366658	0.264660005548635	0.468488026594156	0.221445091072078
ESS	1779.97033495551	1759.34737411801	1801	1801	1764.22377808388	1399.04101915055	1801	1662.58015462053	1801	1801	1609.43078483449	1801	1699.48115744421	1801	1274.20935420372	1801	1801	1536.06584756452	1799.03350017032	1801	1801	1759.88083660128	1759.97124114276	1789.08279721132	1657.01037500608	1606.53552832697	1759.6287224044	1565.08239081593	1801	1801	1801	1801	1801	1801	1405.66951687204	1801	1637.7401617832	1801	1801	1801	1369.51964339835	1626.2289410495	1751.6496961538	1801	1656.78602222681	1801	1801	1706.21400384446	1801	1801	1794.72372351787	1801	1661.17991313188	1601.33702531405	1682.98876778808	1801	1652.30004952463	1801	1801	1801	1686.51583688501	1801	1696.03003016595	1801	1765.65454315451	1708.19217197742	1801	1801	1652.62499978828	1801	1801	1801	1801	1801	1682.21822379749	1571.64159081695	1801	1430.10271745071	1683.56071374371	1801	1801	1801	1801	1801	1801	1801	1801	1750.48073620191	1801	1801	1563.81107388974	1601.47514781425	1801	1344.22946467618	1737.80868305157	1801	1540.29491584812	1753.85205737461	1755.48099705534	1787.92678809111
