trace	total.br.len	tree.height
mean	289.389380892056	48.7119436535414
stderr.of.mean	0.1967182863768	0.0257964204183048
stdev	6.84571313171022	1.04211222823203
variance	46.8637882816698	1.08599789623073
median	289.196245251245	48.5585592630283
mode	numeric	numeric
geometric.mean	289.30880685524	48.700936460545
HPD95.lower	275.948372901547	46.8964269906239
HPD95.upper	302.649371919551	50.872431852704
ACT	NA	NA
ESS	1211.68370908151	1632.86933520428
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
