trace	total.br.len	tree.height
mean	314.383986911848	57.1677591360994
stderr.of.mean	0.343680814801378	0.0445198542458555
stdev	11.2555434171126	1.88881715859667
variance	126.687257614508	3.5676302586092
median	314.223127597885	57.0549572750939
mode	numeric	numeric
geometric.mean	314.183110772692	57.1367483428596
HPD95.lower	292.966227466626	53.6291870640054
HPD95.upper	336.875219203178	60.9183565385727
ACT	NA	NA
ESS	1073.15807617344	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
