trace	total.br.len	tree.height
mean	154.000603237673	51.6979412815051
stderr.of.mean	0.259454327450562	0.0461966328237648
stdev	8.34775939634933	1.9599568377976
variance	69.6850869393386	3.84143080602957
median	153.614619241129	51.5974633661984
mode	numeric	numeric
geometric.mean	153.776179235501	51.6612904564416
HPD95.lower	136.748350513379	47.9569720228886
HPD95.upper	169.297541896368	55.2892077313845
ACT	NA	NA
ESS	1035.76051407491	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
