trace	total.br.len	tree.height
mean	301.971526072275	60.2490048084815
stderr.of.mean	0.198921199668862	0.0407144253563395
stdev	6.50016121584352	1.70968295186678
variance	42.2520958319563	2.9230157959039
median	301.945465843401	60.1510522319702
mode	numeric	numeric
geometric.mean	301.901761118212	60.2248827879423
HPD95.lower	290.371918779476	56.8528681940844
HPD95.upper	314.778338553726	63.5093033767248
ACT	NA	NA
ESS	1068.38420408558	1764.31401893294
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
