trace	total.br.len	tree.height
mean	505.384202766386	101.661473777804
stderr.of.mean	0.552656528225366	0.214169414744796
stdev	20.2428833997319	9.08643732709964
variance	409.774328335142	82.5633432993097
median	503.585175227518	100.554011871211
mode	numeric	numeric
geometric.mean	504.983978322937	101.266788673183
HPD95.lower	468.11469463899	85.2344623134501
HPD95.upper	547.639589338049	120.362726903354
ACT	NA	NA
ESS	1342.38002135351	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
