trace	total.br.len	tree.height
mean	4742.78467710427	793.280974780408
stderr.of.mean	24.8537244189076	10.1340475445382
stdev	1012.37749318656	412.951213813224
variance	1024908.1887107	170528.704989815
median	4555.09491341971	686.041924598183
mode	numeric	numeric
geometric.mean	4644.17890489024	703.669028330428
HPD95.lower	3184.49838944514	242.898195757862
HPD95.upper	6827.94216291685	1646.67595558555
ACT	NA	NA
ESS	1660.13477835948	1661.39523597037
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
