trace	total.br.len	tree.height
mean	740.097853573663	125.370950757197
stderr.of.mean	0.710000382228171	0.233366568561312
stdev	25.8951075755964	9.53131658258155
variance	670.55659635171	90.8459957973941
median	738.775534928711	124.48326555733
mode	numeric	numeric
geometric.mean	739.648292440028	125.015146533875
HPD95.lower	689.322512723568	107.073833040353
HPD95.upper	788.897425052174	143.630371083618
ACT	NA	NA
ESS	1330.94348836079	1669.05193571978
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
