trace	total.br.len	tree.height
mean	621.514855544779	149.23625838741
stderr.of.mean	1.60274385569519	0.378231680783289
stdev	41.2911663130875	12.8000496892726
variance	1704.96041549505	163.841272047848
median	618.322673747507	148.639361413852
mode	numeric	numeric
geometric.mean	620.156321297834	148.694265890079
HPD95.lower	545.981539662527	126.319046770333
HPD95.upper	701.48755575507	175.637860660846
ACT	NA	NA
ESS	664.090703703692	1145.90561523198
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
