trace	total.br.len	tree.height
mean	416.031817273568	47.3394666595143
stderr.of.mean	0.338625768204751	0.0249516053965495
stdev	11.3708630066967	0.84047703632507
variance	129.296525517064	0.706401648589773
median	415.449732187112	47.2026395123773
mode	numeric	numeric
geometric.mean	415.877003121031	47.3321008846183
HPD95.lower	393.790554323067	46.0088405545683
HPD95.upper	438.995378577354	48.9093874401115
ACT	NA	NA
ESS	1128.20544077865	1135.26188914769
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
