trace	total.br.len	tree.height
mean	255.057237285358	54.8805112663167
stderr.of.mean	0.233505938644402	0.0405551396985845
stdev	8.48673942975214	1.6641889900044
variance	72.0247461485097	2.76952499445186
median	254.839948552982	54.7456749558979
mode	numeric	numeric
geometric.mean	254.916535009772	54.8554999272644
HPD95.lower	237.959465689392	51.613520420302
HPD95.upper	270.832306916881	58.0919248006967
ACT	NA	NA
ESS	1321.68273699647	1684.82511296186
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
