trace	total.br.len	tree.height
mean	9937.18008500756	1762.60352871052
stderr.of.mean	50.4833972016537	22.4479557618309
stdev	2021.52812233549	915.959595277358
variance	4086575.94939326	838981.980180661
median	9474.34584286669	1516.94241107102
mode	numeric	numeric
geometric.mean	9757.03235764951	1577.90301082362
HPD95.lower	7011.64699442099	629.621486470247
HPD95.upper	13802.3166478393	3569.95492184649
ACT	NA	NA
ESS	1604.36718932784	1665.86720737528
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
