trace	total.br.len	tree.height
mean	5951.72261620285	1046.12610311717
stderr.of.mean	25.8588852051769	10.8996886868866
stdev	1008.60129444117	445.376226524661
variance	1017276.57114839	198359.983153346
median	5724.08468586669	927.394529300511
mode	numeric	numeric
geometric.mean	5874.85700753688	970.242695233526
HPD95.lower	4364.85974090676	474.8082526728
HPD95.upper	7997.8816795756	1977.95672100236
ACT	NA	NA
ESS	1522.16169136583	1670.57976465098
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
