trace	total.br.len	tree.height
mean	335.795791418597	68.7767733891774
stderr.of.mean	0.357053089634649	0.0878396591696243
stdev	13.0753504584011	3.59720155457747
variance	170.964789610009	12.9398590242546
median	335.004329473131	68.4320167809971
mode	numeric	numeric
geometric.mean	335.543101868074	68.6840459843379
HPD95.lower	311.67796618932	62.1016098513932
HPD95.upper	361.493335284723	75.7935387266539
ACT	NA	NA
ESS	1341.78343824776	1677.99090536629
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
