trace	total.br.len	tree.height
mean	10270.6599408746	1841.16368878218
stderr.of.mean	46.5058310224888	18.9781790782171
stdev	1561.06427303372	735.442583450929
variance	2436921.66454231	540875.793552977
median	9905.25210701758	1617.08234963583
mode	numeric	numeric
geometric.mean	10169.0608670103	1736.21401230314
HPD95.lower	8192.2140867421	947.540027879424
HPD95.upper	13461.1445916729	3239.74981218008
ACT	NA	NA
ESS	1127.37420090766	1502.55302267447
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
