trace	total.br.len	tree.height
mean	333.154624451173	65.4579075830185
stderr.of.mean	0.275157537658922	0.0591064270656757
stdev	9.65016168374179	2.3780482500571
variance	93.1256205223581	5.65511347959964
median	332.589387046127	65.3421400535398
mode	numeric	numeric
geometric.mean	333.015483189453	65.4149822572132
HPD95.lower	313.938682734053	60.7232863232821
HPD95.upper	352.025548163711	70.078608929947
ACT	NA	NA
ESS	1230.68722541388	1619.62044797115
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
