trace	total.br.len	tree.height
mean	808.370950397428	90.3410366536693
stderr.of.mean	1.06702401676685	0.148890742661947
stdev	27.4588259101729	4.98166356409262
variance	753.98712036518	24.816971865808
median	807.216826636962	90.0936049168889
mode	numeric	numeric
geometric.mean	807.906246525953	90.2046685663182
HPD95.lower	757.518826178751	81.3718582161296
HPD95.upper	861.918057780029	100.36585382885
ACT	NA	NA
ESS	662.608312159541	1120.09468841674
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
