trace	total.br.len	tree.height
mean	1084.14246648876	200.440628288411
stderr.of.mean	1.35976962657427	0.406934131318174
stdev	49.6696733350744	16.8736395265954
variance	2467.076449213	284.719710873484
median	1081.65820567996	199.288278964178
mode	numeric	numeric
geometric.mean	1083.01292231943	199.743925338544
HPD95.lower	987.045117872855	168.325324613263
HPD95.upper	1179.97632647095	232.381313849882
ACT	NA	NA
ESS	1335.03692332084	1720.32555482586
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
