trace	total.br.len	tree.height
mean	492.901469680812	51.778407779626
stderr.of.mean	0.284471305810527	0.0264921079524766
stdev	9.87215522086204	1.0995961299926
variance	97.4594487047936	1.2091116490947
median	492.818703810647	51.665140044959
mode	numeric	numeric
geometric.mean	492.802829952291	51.7668373825681
HPD95.lower	473.26884672332	49.8076984182722
HPD95.upper	511.791651281956	54.042729695787
ACT	NA	NA
ESS	1205.00364200279	1723.7517296347
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
