trace	total.br.len	tree.height
mean	108.23399506465	46.9974455241026
stderr.of.mean	0.274368437945924	0.0221035299342481
stdev	7.59028763607727	0.922057513442939
variance	57.6124663983875	0.850190058096575
median	107.583250309126	46.7455919384884
mode	numeric	numeric
geometric.mean	107.971207029322	46.9885980615374
HPD95.lower	93.6559815568375	46.0001146445794
HPD95.upper	123.372399274365	48.8581262584287
ACT	NA	NA
ESS	765.754412762229	1741.14159919424
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
