trace	total.br.len	tree.height
mean	543.083375837763	72.599134110978
stderr.of.mean	0.523643621925687	0.0823456811310224
stdev	17.6930485668915	3.37789393687217
variance	313.043967590382	11.4101674487578
median	542.626236286399	72.4872387057602
mode	numeric	numeric
geometric.mean	542.796104658724	72.5206672349182
HPD95.lower	509.24536987207	66.2794993855609
HPD95.upper	579.49706931104	79.3373895463661
ACT	NA	NA
ESS	1142.28650168513	1683.64958350688
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
