trace	total.br.len	tree.height
mean	824.537817964586	91.4069879546833
stderr.of.mean	0.623210058060929	0.10236220685625
stdev	20.7646219744285	4.04933199480264
variance	431.169525740918	16.3970896041323
median	824.031830777384	91.2487527073343
mode	numeric	numeric
geometric.mean	824.276509710224	91.3178011004417
HPD95.lower	785.908501370828	84.2714106017704
HPD95.upper	867.478853153058	99.4692560399348
ACT	NA	NA
ESS	1110.76066594625	1565.77311187511
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
