trace	total.br.len	tree.height
mean	84.5549601291189	46.2537579687222
stderr.of.mean	0.0420979995108059	0.00560556196615784
stdev	1.50524325849321	0.213757181324718
variance	2.26575726723926	0.0456921325678883
median	84.4923917869072	46.1971774552287
mode	numeric	numeric
geometric.mean	84.5416035195087	46.2532664196075
HPD95.lower	81.5688286011575	46.000072314842
HPD95.upper	87.3409776294364	46.6800039491952
ACT	NA	NA
ESS	1279.18042807681	1454.93789080581
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
