trace	total.br.len	tree.height
mean	680.211645803283	80.2902628652495
stderr.of.mean	1.41286936606403	0.184229903870936
stdev	36.8893256484118	6.24498616008253
variance	1360.82234679457	38.9998521396223
median	678.75108334734	79.9139067238505
mode	numeric	numeric
geometric.mean	679.217315009841	80.0507974578395
HPD95.lower	607.031101462936	68.7573730207982
HPD95.upper	750.222976658638	92.4208814768495
ACT	NA	NA
ESS	682.08540466367	1149.69872903853
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
