trace	total.br.len	tree.height
mean	293.434255516574	63.6696324716331
stderr.of.mean	0.19656667774903	0.0543022633185612
stdev	7.30123868412282	2.23174753416438
variance	53.3080863225316	4.98069705624881
median	293.049777815448	63.4993076037092
mode	numeric	numeric
geometric.mean	293.343785874936	63.630963713749
HPD95.lower	279.139431567696	59.5130470395296
HPD95.upper	307.850387784584	68.0055465174156
ACT	NA	NA
ESS	1380.43079468069	1690.03463983092
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
