trace	total.br.len	tree.height
mean	831.689536387901	127.303029744266
stderr.of.mean	1.0559183844666	0.260088863937393
stdev	35.025495754695	10.1567574296471
variance	1226.78535286216	103.159721484691
median	830.260800196	126.43805427001
mode	numeric	numeric
geometric.mean	830.955349651747	126.90159127827
HPD95.lower	769.323348173302	109.200249268545
HPD95.upper	905.875253178928	148.927677165913
ACT	NA	NA
ESS	1100.9034205036	1525.83645702018
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
