trace	total.br.len	tree.height
mean	375.052444639454	67.4331411305538
stderr.of.mean	0.263562662778025	0.0537714254560561
stdev	8.44347100190467	2.04679809591045
variance	71.292202560005	4.18938244542266
median	374.640284450405	67.3942359348265
mode	numeric	numeric
geometric.mean	374.957725570443	67.4022238286399
HPD95.lower	358.799206799205	63.6997029450217
HPD95.upper	392.173485593161	71.6367029212198
ACT	NA	NA
ESS	1026.87031880545	1449.73375571241
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
