trace	total.br.len	tree.height
mean	7288.48280444795	1349.48825001582
stderr.of.mean	39.7329061892815	17.4044731573507
stdev	1598.35401983777	715.338742853888
variance	2554735.57273155	511709.517027781
median	6981.91264034873	1178.18243941689
mode	numeric	numeric
geometric.mean	7135.70302652228	1201.21021385588
HPD95.lower	4919.35072861107	382.574796084662
HPD95.upper	10600.7296729769	2754.25539567245
ACT	NA	NA
ESS	1619.14831886712	1690.21936457295
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
