trace	total.br.len	tree.height
mean	4806.30997773888	865.834476356644
stderr.of.mean	21.3687911115743	9.96574607219537
stdev	819.59649482847	399.753317269038
variance	671738.414335114	159802.7146676
median	4583.92614695457	748.975465489787
mode	numeric	numeric
geometric.mean	4745.46480399184	794.579142643523
HPD95.lower	3697.82605253608	369.539826212182
HPD95.upper	6508.03159427084	1683.29293988809
ACT	NA	NA
ESS	1471.91123129602	1609.92579968265
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
