trace	total.br.len	tree.height
mean	592.510849145866	88.4013587640793
stderr.of.mean	0.599004090641779	0.112170490826538
stdev	16.9885846282478	3.99297791593505
variance	288.612007671139	15.943872637145
median	591.935566713998	88.2954746170286
mode	numeric	numeric
geometric.mean	592.267541690547	88.3115144008172
HPD95.lower	559.032593440729	80.7912823648379
HPD95.upper	626.246129304086	96.5211254283535
ACT	NA	NA
ESS	804.815183683746	1267.87931860803
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
