trace	total.br.len	tree.height
mean	2226.82403576716	473.573494079303
stderr.of.mean	5.37377824984048	2.50546953920158
stdev	206.551524449961	100.13058497664
variance	42663.5322526027	10026.1340477641
median	2193.10163313823	455.502103912241
mode	numeric	numeric
geometric.mean	2217.78905855941	464.12763791796
HPD95.lower	1886.23600622201	313.461985742887
HPD95.upper	2654.16544480942	675.99386822063
ACT	NA	NA
ESS	1478.21862047893	1598.07292769463
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
