trace	total.br.len	tree.height
mean	268.708151101211	57.4759340243938
stderr.of.mean	0.206859880387345	0.0340323750501751
stdev	7.24250556489384	1.44387116785209
variance	52.4538868575182	2.08476394935455
median	268.64038890026	57.4152378063466
mode	numeric	numeric
geometric.mean	268.610624392763	57.4578611041254
HPD95.lower	254.429595927143	54.7686964552414
HPD95.upper	282.38268156802	60.2911625137062
ACT	NA	NA
ESS	1226.49696664289	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
