trace	total.br.len	tree.height
mean	224.862752751959	51.0042213899952
stderr.of.mean	0.112202851636892	0.0273219968858622
stdev	3.804658687681	1.10386206764352
variance	14.4754277297465	1.21851146438223
median	224.800797258428	50.8914204062324
mode	numeric	numeric
geometric.mean	224.830646748705	50.9924052831879
HPD95.lower	217.575158180694	48.8408688683263
HPD95.upper	232.182039867238	53.1346847961761
ACT	NA	NA
ESS	1150.44260775808	1633.22525293239
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
