trace	total.br.len	tree.height
mean	473.796897003393	69.0661840370044
stderr.of.mean	0.412075457339271	0.0951759545060505
stdev	13.2611753767525	3.8729771541358
variance	175.858772372987	14.9999520364578
median	472.612666432822	68.7169406944427
mode	numeric	numeric
geometric.mean	473.612301591633	68.959538098733
HPD95.lower	449.393461048707	62.3968920176672
HPD95.upper	500.40782699071	77.0594632678503
ACT	NA	NA
ESS	1036.21978519937	1656.82534756429
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
