trace	total.br.len	tree.height
mean	1383.29299529575	167.960996054129
stderr.of.mean	1.88986267778214	0.315196254112379
stdev	52.6397008286048	10.2573631823174
variance	2770.93810332502	105.21349945396
median	1380.0332266223	167.353292793597
mode	numeric	numeric
geometric.mean	1382.29816648226	167.650724038605
HPD95.lower	1286.96685058203	149.386273098289
HPD95.upper	1491.39051278205	188.713167207801
ACT	NA	NA
ESS	776.260825383191	1059.62137963044
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
