trace	total.br.len	tree.height
mean	563.610365487099	95.4794618593286
stderr.of.mean	0.664126098501789	0.202704455693732
stdev	21.1933138421939	8.60002038470202
variance	449.156551613727	73.9603506172903
median	562.182470078312	94.4744988609949
mode	numeric	numeric
geometric.mean	563.215606987916	95.1035155782799
HPD95.lower	525.02874867995	80.2341246967555
HPD95.upper	605.378769279327	113.787261933265
ACT	NA	NA
ESS	1018.91507119507	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
