trace	total.br.len	tree.height
mean	452.178173743841	54.8757446873288
stderr.of.mean	0.170628433136782	0.0228068307232351
stdev	6.17902188137058	0.962377682351082
variance	38.1803114104564	0.926170803487439
median	452.076020624339	54.832338182016
mode	numeric	numeric
geometric.mean	452.136022382753	54.867336534425
HPD95.lower	440.703155995321	53.0339473553808
HPD95.upper	464.594511021181	56.8243573567932
ACT	NA	NA
ESS	1312.13343674547	1781.56859991227
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
