trace	total.br.len	tree.height
mean	16176.2003965884	2955.38710085734
stderr.of.mean	120.59391639501	38.1115977092268
stdev	3533.45827715954	1576.38391312947
variance	12485327.3964273	2484986.24157338
median	15301.9486456019	2500.03002606485
mode	numeric	numeric
geometric.mean	15846.9037563231	2639.25711989557
HPD95.lower	11054.0848728724	1135.49493499116
HPD95.upper	23086.6871473592	6033.41264391135
ACT	NA	NA
ESS	858.994687456928	1711.79210542935
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
