trace	total.br.len	tree.height
mean	710.099906692324	120.136358195246
stderr.of.mean	0.70681704267386	0.274197857718191
stdev	26.5557909535708	11.6332280795097
variance	705.21003316975	135.331995549894
median	708.178886146656	118.986282027648
mode	numeric	numeric
geometric.mean	709.609427090405	119.592436684701
HPD95.lower	662.458394566249	100.604354894948
HPD95.upper	763.266070979676	144.511884764021
ACT	NA	NA
ESS	1412.36126755612	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
