trace	total.br.len	tree.height
mean	1683.64850421168	317.058590979292
stderr.of.mean	3.3934588857135	1.46170180323775
stdev	135.264728939904	60.1560543570739
variance	18296.5468951857	3618.75087581123
median	1675.04979765339	311.817194241174
mode	numeric	numeric
geometric.mean	1678.29851037501	311.471715343464
HPD95.lower	1442.04193887854	203.809683831176
HPD95.upper	1958.25732657183	429.089133674166
ACT	NA	NA
ESS	1589.73703338541	1694.65954652885
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
