trace	total.br.len	tree.height
mean	301.799571227606	49.8192239037389
stderr.of.mean	0.15255354411948	0.0141012379312385
stdev	4.66523943146669	0.598264765533393
variance	21.7644589529117	0.357920729678725
median	301.796074720298	49.7800251374867
mode	numeric	numeric
geometric.mean	301.763570775528	49.8156416444833
HPD95.lower	293.046456675341	48.6929899088218
HPD95.upper	310.824415964365	50.9574486534396
ACT	NA	NA
ESS	935.717202928157	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
