trace	total.br.len	tree.height
mean	266.585574155941	49.9478557589745
stderr.of.mean	0.219143290684962	0.0224918864067959
stdev	6.9201399955426	0.92113165680993
variance	47.8883375579084	0.848483529177407
median	266.220692394026	49.8936675493271
mode	numeric	numeric
geometric.mean	266.496128822525	49.9393864322621
HPD95.lower	252.896896006455	48.2024993796166
HPD95.upper	280.090855024045	51.7247212086886
ACT	NA	NA
ESS	997.733937861938	1678.15856944909
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
