trace	total.br.len	tree.height
mean	216.548243298305	49.5484294631111
stderr.of.mean	0.238287393365681	0.0531968057418704
stdev	8.8933286005353	2.09449126656048
variance	79.0912935970991	4.38689366569811
median	215.861415209625	49.0088369999051
mode	numeric	numeric
geometric.mean	216.367015285502	49.5053748260058
HPD95.lower	200.251133728118	46.2340547874392
HPD95.upper	233.748315785604	53.689285159086
ACT	NA	NA
ESS	1393.69546701075	1551.05550184266
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
