trace	total.br.len	tree.height
mean	284.13076434519	51.4986131869057
stderr.of.mean	0.218761672742137	0.0360420247677628
stdev	7.16904189983171	1.48311185029032
variance	51.3951617615427	2.19962076047158
median	283.921722734361	51.4050179527207
mode	numeric	numeric
geometric.mean	284.04049722922	51.4773820053341
HPD95.lower	270.581507164085	48.7991903927666
HPD95.upper	299.015148803073	54.4275523477974
ACT	NA	NA
ESS	1074.53634111926	1694.22384641659
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
