trace	total.br.len	tree.height
mean	1351.16488852628	133.490929247323
stderr.of.mean	1.65996725433678	0.227174670698616
stdev	44.9540525821451	8.66401791883046
variance	2020.86684355827	75.0652064978153
median	1348.9180099735	133.199616505466
mode	numeric	numeric
geometric.mean	1350.42028698962	133.212765478307
HPD95.lower	1273.72616358941	117.37370161168
HPD95.upper	1448.42840120884	150.626354716223
ACT	NA	NA
ESS	733.803870871655	1455.32574113359
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
