trace	total.br.len	tree.height
mean	505.382383827183	64.3532306690698
stderr.of.mean	0.849012792825091	0.13781364639659
stdev	28.6413160959401	5.38732586227991
variance	820.324987707557	29.02327994639
median	503.688233684337	63.8547643268529
mode	numeric	numeric
geometric.mean	504.578633514144	64.1317458788338
HPD95.lower	451.422818831954	54.5337940209607
HPD95.upper	562.293262187684	75.349634805456
ACT	NA	NA
ESS	1138.67245253938	1528.98556390678
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
