trace	total.br.len	tree.height
mean	603.988969999194	70.3393229320634
stderr.of.mean	0.499097264930448	0.0603655449638822
stdev	13.4589035870661	2.41097986032414
variance	181.142085765941	5.81282388688863
median	603.370410771202	70.2453555982586
mode	numeric	numeric
geometric.mean	603.839368091384	70.2982270207933
HPD95.lower	578.163658709256	65.6229606880863
HPD95.upper	629.2797103561	75.1031720285505
ACT	NA	NA
ESS	727.596038870547	1596.06382948699
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
