trace	total.br.len	tree.height
mean	231.256669121602	49.4390842955448
stderr.of.mean	0.0778711635190998	0.012660027983251
stdev	2.98520727411826	0.537119415329276
variance	8.9114624694486	0.288497266323663
median	231.162798284389	49.4025962151046
mode	numeric	numeric
geometric.mean	231.237442150965	49.4361762190619
HPD95.lower	225.338320061943	48.4225885936915
HPD95.upper	236.709857729192	50.4721872670392
ACT	NA	NA
ESS	1470.40508716892	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
