trace	total.br.len	tree.height
mean	824.087038204448	116.283010110509
stderr.of.mean	0.66433409814757	0.269642833462599
stdev	28.1796946316134	11.4399747969569
variance	794.095189530981	130.873023355009
median	821.815852266968	115.137650144165
mode	numeric	numeric
geometric.mean	823.609599972269	115.736866277351
HPD95.lower	769.101730192488	96.6849879422924
HPD95.upper	875.481031054812	140.529333313265
ACT	NA	NA
ESS	1800.28315965032	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
