trace	total.br.len	tree.height
mean	549.660055871001	55.5652474123228
stderr.of.mean	1.07865374771101	0.0601490328252912
stdev	27.1083535721489	2.1980664274485
variance	734.86283339264	4.83149601947619
median	547.913693892329	55.3475603389358
mode	numeric	numeric
geometric.mean	548.996558001892	55.5221473177216
HPD95.lower	501.05107168694	51.5865322007108
HPD95.upper	605.816932723581	59.6647879561772
ACT	NA	NA
ESS	631.951153976161	1336.18216608689
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
