trace	total.br.len	tree.height
mean	549.187434319555	55.5435266923785
stderr.of.mean	0.908717250342967	0.0551742829599576
stdev	25.8343355822857	2.20750486415609
variance	667.412894978153	4.8730777252728
median	547.723602511412	55.3674516126087
mode	numeric	numeric
geometric.mean	548.584846177028	55.5001926983105
HPD95.lower	501.954404944021	51.3827338096644
HPD95.upper	601.3011692581	59.542473303791
ACT	NA	NA
ESS	808.683142838858	1601.66352171993
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
