trace	total.br.len	tree.height
mean	549.870362414731	55.6294396784182
stderr.of.mean	0.935732894066227	0.0575937816194738
stdev	27.0231097410396	2.27482971696286
variance	730.248460076267	5.17485024117733
median	548.610071942708	55.4836981355764
mode	numeric	numeric
geometric.mean	549.211648520894	55.5833722349285
HPD95.lower	497.942066985617	51.5435044633382
HPD95.upper	602.360565864279	60.3610588379517
ACT	NA	NA
ESS	834.465139465777	1560.94620801595
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
