trace	total.br.len	tree.height
mean	550.124132769954	55.5652148529738
stderr.of.mean	1.08011785560506	0.0582842971456689
stdev	26.78118296041	2.20977253199528
variance	717.231760758957	4.88309464316085
median	549.139830155917	55.4276863406926
mode	numeric	numeric
geometric.mean	549.475675227622	55.521666692289
HPD95.lower	497.117832568355	51.1311215566249
HPD95.upper	602.15622576355	59.8659693471794
ACT	NA	NA
ESS	615.11818100507	1438.24660065601
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
