trace	total.br.len	tree.height
mean	548.508078848095	55.6037767110975
stderr.of.mean	0.908622154438728	0.0579844704153285
stdev	25.5228627672584	2.24865743142899
variance	651.416523836307	5.05646024392084
median	547.149868418464	55.4283928226704
mode	numeric	numeric
geometric.mean	547.916863381104	55.5587923942104
HPD95.lower	502.278276716227	51.2605762981699
HPD95.upper	602.9137671702	59.9591330108705
ACT	NA	NA
ESS	789.46606898116	1504.75068158986
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
