trace	total.br.len	tree.height
mean	549.044290623832	55.5653159629558
stderr.of.mean	0.868354432269742	0.0594372630010567
stdev	25.6670335152491	2.31197408025155
variance	658.79660947292	5.34522414775499
median	548.223782630081	55.4201577100769
mode	numeric	numeric
geometric.mean	548.447691595802	55.5178129128205
HPD95.lower	498.631413997921	51.5519859913658
HPD95.upper	598.024443819725	60.2928191396192
ACT	NA	NA
ESS	874.175531827566	1513.87374917063
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
