simulation	mean	HPD95.lower	HPD95.upper	stdev	ESS
al2_0	16.3722052963504	13.6082624298902	19.7632494230284	1.56824668984749	1706.04862744253
al2_1	68.6591541147745	54.7851645769431	83.7315962695025	7.55421999204664	1035.46371318939
al2_10	26.0755540149862	20.2945213979301	32.4948324607071	3.18614076759362	1340.98430043551
al2_100	89.533506471612	73.6585803759751	106.626606693349	8.64922903344596	1284.44912352662
al2_101	4.43496409038194	3.54174956070108	5.30206821961196	0.454371730294699	1590.88012004751
al2_102	173.317307587505	145.195003727085	206.241901560406	15.7502539742182	1616.90655832876
al2_103	17.5302974681873	14.0588671598607	20.7393182402498	1.74377213571191	1673.76029627584
al2_11	0.677751032231975	0.539554180524165	0.832569828519546	0.075939182161261	1517.22704051331
al2_12	11.5981298138992	9.56451760999581	13.8780904541547	1.11883287472787	1589.07590176719
al2_13	877.644607098804	700.975755323151	1049.74219232949	90.4176064833057	595.541718746413
al2_14	5.9287245696477	4.86879722769564	7.08187898415238	0.570621313613583	1497.97086896165
al2_15	21.1543386821236	16.8656276369528	25.7903414117403	2.34975675117486	1645.67032246684
al2_16	9.89563913659936	7.96947176315488	11.9256659771277	1.03942154691305	1674.67145318078
al2_17	34.1027903325577	28.4388945623404	40.6731157488367	3.19746576532579	1711.78882263357
al2_18	4.37194953106783	3.57831433075614	5.39351117652096	0.461081954899867	1484.22132431341
al2_19	108.81847402644	89.4649225066867	132.262090409067	11.0112438309697	1365.09781764648
al2_2	2.38959940535652	1.96312440547244	2.88123035361748	0.237128011147339	1684.71462261586
al2_20	71.7219870364688	56.4394028799015	86.2041987172234	7.6375783981065	1150.64082838986
al2_21	7.72272122039862	6.17917138265828	9.26135959503099	0.807405361774803	1569.04553775243
al2_22	144.248181042234	117.915101631476	171.666187255258	13.8027784394454	1580.48742323772
al2_23	138.088039898564	114.501463377213	165.452321349417	13.4060580115363	1374.99346136414
al2_24	0.473502942655096	0.339546409824656	0.611184294127899	0.0700020723886484	1245.02991516849
al2_25	89.9030215385337	73.6640263731563	107.123548424776	8.56405132964103	1532.88124850606
al2_26	15.7824626142127	12.1401293446771	19.4469211755359	1.89394043906335	1084.90144468372
al2_27	45.0692106181439	33.5143906196499	55.9175920401872	5.75357718240332	1260.27570292664
al2_28	5.12018356067364	4.10274220409049	6.15435293293796	0.530942268725154	1517.48626629716
al2_29	30.7685365191913	24.9491918777584	37.0758712327056	3.15990548422957	1494.81499385191
al2_3	45.0086946329066	36.3731405466995	52.8179521738418	4.22857433882177	1465.27630788179
al2_30	6.19443709638567	4.4523430820189	7.86457281099132	0.895177321858352	1086.78224338046
al2_31	14.2456355258241	11.7484096395356	16.9371166296787	1.33699201983284	1609.08955644896
al2_33	85.8372762227729	64.6224576879618	110.076107040723	11.7793341421589	847.400295698019
al2_34	270.726350001038	222.010018908927	318.94487877826	25.6800675244988	1413.96488247047
al2_35	143.46875106982	117.239673673527	168.302089724786	13.3143781322348	1698.85747547419
al2_36	10.4714308126644	8.02106658967217	13.4552129706693	1.38424124275734	1071.09380454399
al2_37	2888.02346378669	2126.54368473194	3741.54030502938	416.331136734226	293.180761640051
al2_38	63.9232383362946	48.2062573758406	79.2652117251068	8.08579083953958	1154.38625328658
al2_39	11.8517505250997	9.82206755834735	13.9723268752309	1.0782167762909	1560.90907108679
al2_4	19.1434491545466	15.8072447351393	22.6364426896635	1.79571632045222	1395.88337336006
al2_40	5.48079454565923	4.42753273625513	6.51475539646662	0.544737995573847	1728.46909956644
al2_41	6.96950817360528	5.65803819530514	8.27951959650916	0.67286466994665	1801
al2_42	2.76649250440275	2.17343166302309	3.35019054025788	0.307502396179092	1508.73528931281
al2_43	7.36004874188249	5.49841854140586	9.3269892515991	0.995464412975135	1239.9944406827
al2_44	9.04212128621521	7.55661269116626	10.9854693929208	0.882771181459034	1545.54582250217
al2_45	1.75009270550318	1.40165383901181	2.11539683534612	0.184919359264975	1481.84665129169
al2_46	15.1183776195875	12.2943266935179	18.1239083257416	1.49429212804106	1597.21851394362
al2_47	25.055248243089	19.8666133372275	29.8935735335292	2.60483504553704	748.972080150955
al2_48	4.82644267169008	3.9204998245979	5.67509716786776	0.459720178979181	1584.90535742561
al2_49	1.78759426898555	1.47172394250688	2.18752171534386	0.179558339343894	1677.50921213659
al2_5	12.8611013047318	10.5963449812363	15.1396081115962	1.19478803680288	1643.5083766622
al2_50	136.677270656137	113.401539864714	161.191757443743	12.495785286808	1385.43655946306
al2_51	18.4190838557635	14.9364257027956	22.1556538602702	1.88750604736721	1329.94070866166
al2_52	13.9537614127445	10.9916815683757	16.8194208013675	1.52735355785088	1639.4393270022
al2_53	17.4947754602256	14.7638307635773	20.8704635832883	1.60128056621869	1801
al2_54	9.86794762936542	7.86099822400061	11.7514539340864	1.00155850677036	1666.45952717762
al2_55	643.909453312478	521.034957086072	767.975891553373	62.5516642346209	992.330228220002
al2_56	1.50404316899869	1.07555977866752	1.984790916532	0.238566404684955	1198.20123132267
al2_57	19.6957845448016	15.7206956340715	23.733427852652	2.05535086432281	1418.10599526972
al2_58	5017.51527291781	3737.08306309991	6438.3808517149	690.92051272789	323.940456646259
al2_59	20.4905543019748	16.9043547387873	24.2850430186169	1.91526221991361	1801
al2_6	18.1513055915673	13.3601127838194	22.7091336039675	2.39537637343975	1127.96717333241
al2_60	0.997868457836093	0.772425141866609	1.23894301557444	0.121145780293673	1472.76911620586
al2_61	106.974176512393	89.7368085602622	127.270440786162	9.9168498391883	1801
