simulation	mean	HPD95.lower	HPD95.upper	stdev	ESS
al2_0	0.137039311909696	0.118678900141723	0.157011729041942	0.0101079426249382	1801
al2_1	0.218403786161975	0.189201433098083	0.249165515951229	0.0153906391233986	1801
al2_10	0.196180425397179	0.15325186390043	0.237633083778521	0.0214223045895436	1602.27855428302
al2_100	0.370682057523072	0.334011716683616	0.409457717977317	0.0196131381168158	1719.04146525844
al2_101	0.0541210667372086	0.0384345418719369	0.0697374706787147	0.00804063448473015	1697.47997890429
al2_102	0.393514908195019	0.38196603615425	0.405925766534302	0.00610423184976795	1632.18530390458
al2_103	0.1828773700924	0.159341272673021	0.208352899804874	0.0123130440828161	1801
al2_11	0.169302330694145	0.142942298352369	0.194091203172732	0.0130689888653884	1637.68390749257
al2_12	0.0507276026251539	0.0315097137577437	0.0716077077845989	0.0103582191604345	1334.54936359268
al2_13	0.165613972232978	0.157433267701148	0.172314536299582	0.00381307978484561	1801
al2_14	0.195259729545479	0.1659426258867	0.225787152219401	0.0156070337329017	1635.72169232166
al2_15	0.34559601735119	0.285715266518886	0.405896639365299	0.0307360660682975	1801
al2_16	0.163548102061634	0.129076438557799	0.198899195941106	0.0182946717840018	1801
al2_17	0.202713022631803	0.184957878331154	0.220050808100479	0.00903632037144388	1551.86378703864
al2_18	0.176300319834022	0.136609370373137	0.216171236730143	0.0202549085542259	1801
al2_19	0.217118014450922	0.192727982871795	0.244889009624058	0.0134713828513267	1801
al2_2	0.225208721981997	0.189060782420271	0.265253437294379	0.0197726518087525	1801
al2_20	0.0619670249289018	0.0460413420549573	0.0795268701967734	0.00863282601798207	1547.47852728199
al2_21	0.105350701666433	0.0717892519319703	0.140047255197699	0.0174788358447743	1801
al2_22	0.23190273676071	0.224747936359898	0.2395632264452	0.00386731000049848	1623.74063380414
al2_23	0.0328323404243487	0.0210652076478606	0.0458777789905184	0.00650256721039164	1801
al2_24	0.0951336251808991	0.064792846470714	0.124349368273649	0.0152675195021631	1801
al2_25	0.405351856503376	0.385798694856628	0.425509675956967	0.0100242802868255	1623.40493749702
al2_26	0.16267092572555	0.124795141596656	0.200522824205663	0.0197663241759016	1801
al2_27	0.535637097107294	0.476577004375494	0.598651561660578	0.0308663424651229	1801
al2_28	0.024286758227457	0.0117035521695631	0.0392908777548028	0.00722245776274464	1771.21891498332
al2_29	0.130839436085446	0.104152738742785	0.158595696503523	0.0140863887594037	1801
al2_3	0.223481941451637	0.196119457796738	0.253232418683128	0.0150552490718768	1801
al2_30	0.294508042873337	0.238027858428862	0.341490703689038	0.0266179129560287	1721.47410626833
al2_31	0.10562457969807	0.0960500869965843	0.114618332242823	0.00472931279423579	1801
al2_33	0.491028469815078	0.442667342880341	0.540152486499404	0.0249623527665659	1731.55868201228
al2_34	0.509030891115037	0.491487153775339	0.52488419348072	0.00848002414760276	1452.18906176359
al2_35	0.197223380774173	0.188255998927205	0.20588795188574	0.00444237176449369	1602.79273154301
al2_36	0.461091999345843	0.404563027736214	0.512714793697913	0.0281648774638381	1745.53085304667
al2_37	0.0747294970207255	0.0636692407502251	0.0844019929832979	0.00533609296282758	1577.09184576447
al2_38	0.127664710829062	0.100499418252883	0.156395087668255	0.0145763909988579	1446.68310707404
al2_39	0.113006034702755	0.105060054347056	0.120700822227302	0.00404729158995807	1801
al2_4	0.195767688224076	0.173774103010179	0.218474910955281	0.0115106819971754	1801
al2_40	0.447187090286343	0.392336791899971	0.496474532246674	0.026848046229346	1801
al2_41	0.230794140244262	0.204784486051133	0.259476722647271	0.0140579828621464	1801
al2_42	0.205425357213631	0.163611866202407	0.251353713414779	0.0226123435905912	1724.60384557794
al2_43	0.0875071238332538	0.054607371222999	0.123069198625564	0.0177679978218441	1801
al2_44	0.21652041022695	0.178169592613319	0.248301989184905	0.0182499283983068	1659.6475350947
al2_45	0.183440489320533	0.144022597535728	0.222119132156406	0.0202226312246024	1801
al2_46	0.328813294395816	0.288169596868576	0.368341917424546	0.0210632425424007	1597.38318463666
al2_47	0.495890208317122	0.469773190515029	0.518269262002229	0.0125852651758551	1801
al2_48	0.252715261855166	0.223777158133327	0.286036402069329	0.0159491630326782	1801
al2_49	0.374041604336661	0.345539323050845	0.404306799409609	0.0149496319950966	1453.35820220727
al2_5	0.296384666640783	0.274088932707648	0.317596211239171	0.0112399553325365	1801
al2_50	0.0556271132189354	0.0493709853363711	0.0625318195729091	0.00340104429740247	1801
al2_51	0.118698996456522	0.10016235405808	0.141276718133691	0.0106241628428234	1801
al2_52	0.23144944069196	0.189455582311574	0.274684023923351	0.0222441392467747	1743.39578372321
al2_53	0.420694899231011	0.407662034452578	0.436565298312893	0.00742388367257986	1550.23586852172
al2_54	0.173559355172607	0.141708571206474	0.207584398356393	0.017025845054793	1630.62577788938
al2_55	0.193798807850835	0.183858634297987	0.203261983832671	0.00497495439220268	1676.89918148627
al2_56	0.0709049233783834	0.0401193476884226	0.101146375464933	0.0160831082019994	1624.03841033825
al2_57	0.0868548406159549	0.0594162516686075	0.118099817340806	0.0154646160437694	1801
al2_58	0.399066766383295	0.39237088882292	0.405222285851494	0.00330388293334133	1801
al2_59	0.353585904406067	0.324132808902141	0.385772819490734	0.0155972410196135	1801
al2_6	0.422781524557686	0.367327621906526	0.481356444202939	0.0294135597227444	1801
al2_60	0.0837520453753207	0.0583661662791879	0.110057422093045	0.0133695248916689	1719.57047897064
al2_61	0.131984494219915	0.124180428582933	0.140298747650746	0.0040511677631277	1760.57997983684
al2_62	0.424065995699064	0.414736723181958	0.433873289430834	0.00489572467751533	1487.59538163184
al2_63	0.360663864503302	0.311441180216673	0.413066054388588	0.0258348409177592	1801
al2_64	0.201382718765804	0.155448716603725	0.245012670080812	0.0233162387196214	1801
al2_65	0.225223468957716	0.182862317213239	0.260792163036659	0.020091899147435	1801
al2_66	0.157004113077023	0.126824849059418	0.191983223376683	0.0165778214661144	1801
al2_67	0.173289130744367	0.135848761369795	0.213236912955248	0.0199800841449632	1759.29097265547
al2_68	0.303992221510043	0.281738454245846	0.323839101462492	0.0110261057291404	1704.62435309825
al2_69	0.117411386812918	0.0790140988612262	0.155550719994742	0.0199952843601023	1661.28212314985
al2_70	0.0833502709680871	0.0527613017149907	0.112007940395933	0.0156156264733842	1801
al2_71	0.244482317908381	0.224038292894953	0.263292215205009	0.00996004344929306	1801
al2_72	0.365227703057868	0.325463982497217	0.411525160722076	0.022341834453075	1691.28511644545
al2_73	0.114786847936844	0.104031278906301	0.12434945626554	0.00523565464958422	1461.83417622229
