simulation	mean	HPD95.lower	HPD95.upper	stdev	ESS
al2_0	75.116542324349	69.9267194628076	81.0453565185422	2.84029122655599	1634.43684686293
al2_1	141.595122791472	121.76118187061	165.199719287002	11.1196652838964	1170.5827264465
al2_10	63.2323657425451	55.5114798681222	70.862737424174	4.00511526666426	1475.55198824086
al2_100	126.712995446898	113.601497248166	140.76407487223	7.13985669761258	1801
al2_101	48.807546131197	47.2674793858707	50.3296103196586	0.791418553184187	1801
al2_102	393.704777945901	163.023819705366	778.307467973534	191.136619629316	1771.01941988838
al2_103	62.6086244236364	59.0080230386264	66.4823013032225	1.91490233727094	1732.76552920773
al2_11	46.2280794431591	46.0003646458595	46.6440134468588	0.208758610204098	1670.34760757497
al2_12	58.0660938348403	55.1375118435596	60.714717853153	1.40889310239398	1547.82411696016
al2_13	1757.2398439105	640.463452825719	3533.379628009	942.769346521816	1734.16540044083
al2_14	54.6326192222541	52.48008110005	56.9578740231102	1.18068749709191	1708.61625174867
al2_15	84.7372237012558	72.5869115619275	96.0419572340818	6.17779131325954	1764.23066881767
al2_16	49.4115302920803	47.2666008168543	51.8279887595406	1.19506427529106	1801
al2_17	60.7743664911565	57.7212034974892	63.5750269272983	1.50945299285363	1544.21169495264
al2_18	50.6384844368514	48.3287732781518	52.9837019138794	1.21856595296991	1514.11538146474
al2_19	165.891330382163	146.483239277876	189.109744830845	10.9359772434709	1205.62566429655
al2_2	46.4968381203707	46.0002365840174	47.1766487829293	0.35417548354318	1732.86217124073
al2_20	98.7594402812238	87.9487622272945	109.045347651888	5.41008340196747	1412.01922663028
al2_21	47.379407021705	46.0017211012622	49.4508868968234	1.01674093272743	1670.58269281967
al2_22	345.935192162884	157.209351979207	635.557198762377	147.121675441508	1801
al2_23	189.97936053103	167.827456641637	214.342054348954	12.0547176417553	1049.15809421965
al2_24	46.3125115107632	46.000256423116	46.880278712828	0.288892275523401	1778.80980463075
al2_25	173.037079393787	148.791724843102	198.859266829608	12.5457148927007	1634.36892730155
al2_26	64.092425108733	55.6320730340673	72.9010116906178	4.4377346393974	1601.11264816957
al2_27	139.200779724871	113.408185982008	163.934003042497	12.8750254879957	1334.06598881702
al2_28	51.6652859482426	49.6114968104617	53.7930203504585	1.06608812563718	1801
al2_29	82.4374815554787	73.407051239061	92.6744191600088	5.01057453578212	1676.75025223193
al2_3	120.238222818323	108.067434345104	134.92673396878	6.99919530809139	1449.01041895145
al2_30	50.7056348752097	46.03597918046	56.5656343125939	3.17476739875274	1575.80154952567
al2_31	50.409321239882	48.3579067681828	52.5062846146303	1.05671220313486	1451.77411108154
al2_33	243.242740627391	185.155025784371	306.270099203229	31.2305435917645	1038.69884838617
al2_34	529.043748676488	175.172399468978	1112.4283911299	287.60848301263	1801
al2_35	293.271698550719	110.459148060929	577.150381688275	147.576175604971	1333.91736247265
al2_36	52.0002633808777	47.1560584792332	57.886193722221	2.8334815631128	1369.8362535959
al2_37	3631.60899555736	2261.62141312734	5779.74500434647	1379.57456247635	792.56596145983
al2_38	147.646150538641	121.125164425637	173.050610531907	13.3266835360543	1258.48283204793
al2_39	51.9743805327986	50.1245875838323	53.7362407240049	0.93197567670209	1583.30509147284
al2_4	75.2133424789577	66.2496453342244	85.4485041714614	5.0675957978885	1801
al2_40	49.0440599947187	47.4408392245038	50.581526934976	0.816766880447475	1784.31986463423
al2_41	59.4519123399861	56.7870140415199	61.7875329244224	1.29238376377145	1801
al2_42	55.1196526300768	51.9621196099649	58.1422843236052	1.60910588752612	1801
al2_43	51.4495122114418	46.8954090872582	57.1361334192172	2.82496066268407	1735.03775586669
al2_44	72.814284770338	67.6918803928623	78.340204612235	2.73307588802767	1619.88125458658
al2_45	46.5595194906661	46.0003056106671	47.2923676730539	0.39252629335825	1587.49150902292
al2_46	85.0209983466304	77.3388086846394	93.0732290614559	3.9408704185304	1510.10203537846
al2_47	77.7785407105892	70.6244168270976	84.7134674847163	3.69587339989215	1527.52124565184
al2_48	48.6238314215956	47.3758610048897	50.2362199995771	0.756250931780926	1532.17082587103
al2_49	46.6069300298812	46.0091932078579	47.2185334424547	0.344329389627438	1715.43743814318
al2_5	63.5678837734566	58.5177574160027	68.6489499097794	2.6303626796951	1801
al2_50	159.100872937025	98.0345168981007	309.572170566885	80.2170390012309	1637.19103687532
al2_51	82.1072498059803	73.7168913373442	90.9269712028881	4.46515000648762	1529.09541109462
al2_52	57.1683373861772	52.554725553864	61.4798463703108	2.31942721404582	1653.86874909439
al2_53	47.0212611316675	46.1018704201597	48.4466374851151	0.648698099347169	1691.59717317799
al2_54	58.1633333301295	54.8126022423732	61.9824827822147	1.89285735079868	1628.82349210687
al2_55	1305.55088749807	429.440771437948	2660.38074109581	667.662903565224	1653.05850840275
al2_56	47.0006890145758	46.0002531163442	48.5952913805518	0.845993595368699	1570.94262290662
al2_57	89.838679026036	78.9819265800155	101.341717777745	5.72403138499609	1699.557172707
al2_58	9834.5390291312	2916.65906399849	20698.4680396236	5246.73973589918	1801
al2_59	57.3738193091137	53.6815531827159	61.3090192480872	1.96837311949748	1486.06038659726
al2_6	70.2744765723658	58.0330448512748	82.9299674879244	6.45328387896946	1469.55552475617
al2_60	46.5421230704994	46.0021338217657	47.3801448813971	0.436186916301187	1801
al2_61	150.372861761226	117.485688442986	187.18767288579	32.0627500846163	1801
al2_62	72.0106361533614	60.6309016808348	86.4334259276902	11.7613620520107	1801
al2_63	59.73223366017	51.530742451265	68.5463416536668	4.52284510058063	1801
al2_64	55.6862968365163	51.2632259652615	61.1273789273454	2.54247970211896	1617.36453376573
al2_65	259.823079942759	212.67841216588	313.252577780256	26.5632249817254	1171.20014790318
al2_66	57.7005687740056	53.7733978893668	62.2362259455421	2.21255154331582	1366.36021654371
al2_67	46.4491651695671	46.0000293284088	47.2198232754037	0.381286303404092	1687.11601229264
al2_68	321.192901409918	251.461113922042	407.258608568181	42.268304040842	1690.39503368174
al2_69	48.1186283261071	46.0081187254824	50.8035634520477	1.42496396206417	1752.54695507042
al2_70	48.4456554929108	46.0041031850767	51.7539422103685	1.79238885780949	1757.45225232172
al2_71	154.293379904651	134.230120025453	174.426485661313	10.201610895141	1313.13394957553
al2_72	50.8485748650984	48.3579784951303	53.4271043581042	1.35413969519496	1801
al2_73	68.3945344085831	62.6983986726769	75.2368082769625	3.22536034677851	1733.78338534648
al2_74	47.3986988605955	46.0029601472582	48.8229332243869	0.780493792563098	1728.70579650651
al2_75	46.1718370865911	46.0006793658893	46.4931717317761	0.164658188528413	1586.88747293982
al2_77	74.5416699029517	65.1011299998304	85.2511830219171	5.26191030442836	1634.81842468761
al2_78	46.6473387764453	46.0007710221752	47.5995444321607	0.512652141813185	1694.36348714198
al2_79	124.681950059534	100.640063156561	149.352249037855	12.8308239750921	1620.78085682472
al2_8	46.2474304021572	46.0000133088158	46.6663856856685	0.214947424410116	1801
al2_80	278.622516601862	237.18953579644	322.25822541877	21.8555751921994	1414.15045655887
al2_81	74.2806352578913	66.3591633793259	83.24609946456	4.50755635152467	1666.72286879206
al2_82	46.7620681983347	46.00080601485	48.0135016536318	0.63483333860523	1788.79156678767
al2_83	146.417194922565	127.867750028053	164.122291514971	9.44018243321731	1002.91392801657
al2_84	66.6767393769442	59.3085526353771	74.8483673136233	4.08060715047063	1694.26135834722
al2_85	46.5362852658054	46.0014379007517	47.4634491614178	0.459673839650622	1801
al2_86	46.67946710206	46.0494865929286	47.3903042560011	0.374960780717255	1717.90730542136
al2_87	647.964508339806	216.138947291849	1281.72693974302	336.511049897451	1801
al2_89	46.6282710468374	46.0004902900445	47.5488286157919	0.481249581872677	1504.17349885669
al2_9	1229.66418486087	318.911459517661	2414.27643595858	652.610411795758	1485.44117338818
al2_90	46.5268500567726	46.0004860589492	47.4186044450331	0.50840688705921	1801
al2_91	130.607755237727	113.874973811286	148.987629763577	9.31947172396371	1801
al2_92	48.7006575601157	46.0975888395104	51.3627701944634	1.43133384925195	1801
al2_93	257.501382415141	103.596050817986	492.039321419097	121.8251142846	1450.81950995193
al2_94	245.373395596773	214.517665881474	278.998553026607	16.6801764883461	1315.41418734943
al2_95	124.011708302182	110.312173072078	137.096502469812	7.06932633336424	1626.78935532274
al2_96	46.6532529063456	46.0005048095441	47.754077525031	0.574603819698407	1801
al2_97	54.3075033336506	52.4000721570512	56.2023158888115	0.9893418991682	1696.58175590863
al2_98	116.5184269359	103.913606528272	129.236182246896	6.66400443015885	1183.38009238844
al2_99	69.0835187396911	65.3411019545566	72.8614986034518	1.95164110486955	1357.1070979908
