simulation	true.val	mean	HPD95.lower	HPD95.upper	stdev	ESS	is.in
al2_0	2.3094723841839655	2.22799906346066	1.94011527072846	2.52834345857274	0.150137859962605	1801	TRUE
al2_1	3.819664994481785	4.09371184550435	3.04119037159321	5.31122536615803	0.58732871245615	1670.15862604472	TRUE
al2_10	0.6759612846760549	0.73213170057258	0.497628363719738	0.949471265877685	0.116483355479412	1801	TRUE
al2_100	4.371267183191612	4.39843941828499	4.10070585471595	4.68228889854431	0.152773841830418	1801	TRUE
al2_101	3.242481531599189	2.51543469251706	1.8713326570892	3.17421504165458	0.345269750342209	1801	FALSE
al2_102	2.082659733234161	2.17669124298317	2.00456097253359	2.35751739727308	0.0924400997145977	1629.92116750823	TRUE
al2_103	1.6317804324539098	1.83165425008906	1.48568327827553	2.17152316690837	0.179306529507188	1704.67219237536	TRUE
al2_11	3.600189072787631	2.73679210292498	1.07995876514672	4.8303507492399	1.05356555604026	1626.69399285274	TRUE
al2_12	3.8786063643850253	4.19716897553955	3.64345198948502	4.79702724427902	0.293905079789994	1584.12157588741	TRUE
al2_13	2.6996745086925373	2.60056715914029	2.38137747002306	2.80752451083914	0.107460053553298	1742.87278458657	TRUE
al2_14	3.5276895773997206	3.46179427995609	3.13773591330721	3.78942052716989	0.167651284084449	1352.41499654692	TRUE
al2_15	1.517790072829616	2.40998184585859	1.1186934072564	3.926334229133	0.781612162977896	1801	TRUE
al2_16	2.9045443146779744	3.09461049106063	2.48445001692875	3.72391156571425	0.324946567401788	1801	TRUE
al2_17	3.835548634881933	4.03067078765858	3.45685670518867	4.62653667792133	0.298292966413566	1801	TRUE
al2_18	2.5653907225408896	2.36713693254229	1.82343409914656	2.96232191425246	0.299794137636666	1801	TRUE
al2_19	3.8099184133310784	3.97567069083408	3.50009464944073	4.46324686792353	0.252829553913488	1362.54562478003	TRUE
al2_2	2.039304675970906	2.12084371427935	1.69419377454786	2.54602657102304	0.219328658369333	1801	TRUE
al2_20	1.5852493268106487	1.75767583551571	1.45460854034811	2.09460355783821	0.166537386125326	1801	TRUE
al2_21	7.564619661458923	5.38593211622099	4.00209859147315	6.91930889835079	0.76874171427396	1375.03106351191	FALSE
al2_22	2.4916946699474636	2.42776902714564	2.1999554297183	2.64228528782845	0.116785996820886	1653.03801080064	TRUE
al2_23	5.2728490490819055	5.87504414925985	4.93877970772207	6.85255452615471	0.494793574606099	1692.77516633487	TRUE
al2_24	1.8299187368543612	1.9822234076169	1.30525577555457	2.80740862534248	0.398465920587852	1801	TRUE
al2_25	3.972960660156967	4.08501717107869	3.60116725934294	4.58600692202621	0.257378191003435	1736.16431470915	TRUE
al2_26	3.463850371320756	3.68177694400435	2.67162665782295	4.71419382332434	0.525238263899066	1736.92773099341	TRUE
al2_27	1.4177809333011144	1.78665346409541	1.19588261948927	2.43143933955487	0.322745947884893	1801	TRUE
al2_28	1.5282769854405105	1.36422777944708	1.06787696189196	1.67764634735054	0.156697080859304	1801	TRUE
al2_29	2.2493820303817547	1.87320852487592	1.02991011891732	2.84030467910612	0.493150296073704	1513.19370691777	TRUE
al2_3	4.042854316309296	3.83928453058736	3.3272936625898	4.42809988636967	0.285963790199641	1801	TRUE
al2_30	1.6686737854903748	2.20956012292747	1.19564080728014	3.31898014540568	0.573194855765424	1801	TRUE
al2_31	1.9619794941677384	1.94293922193191	1.71114341087432	2.18520787249392	0.118728590732896	1801	TRUE
al2_33	3.2378550959634573	2.69088002884387	1.53216594062707	4.15290089908305	0.699643393347987	1739.28347652259	TRUE
al2_34	1.8546228495459758	1.81295634942802	1.69198767945684	1.92657920075019	0.0608427446479221	1507.20320895792	TRUE
al2_35	1.4953891777638162	1.39764004075764	1.29764150014034	1.49151443313663	0.0494504055228826	1801	FALSE
al2_36	1.5648475118336178	1.961950299063	1.11139672515077	2.85143433662873	0.45349181249337	1666.45517145549	TRUE
al2_37	8.20391769416311	8.31704848233532	7.1789008216036	9.51017280924889	0.616989847232719	1801	TRUE
al2_38	1.9588361397167153	2.12271496520711	1.50841237203162	2.81581958681739	0.347976693974411	1788.88630499772	TRUE
al2_39	3.8756181373539786	3.73866323350695	3.42820731569519	4.07197671284782	0.165666340487042	1680.27290775888	TRUE
al2_4	1.6178193593693235	1.6601409385563899	1.48907503339241	1.85619792716273	0.0963048422239461	1755.23839436953	TRUE
al2_40	1.9838130214643126	1.8348749002525	1.47081456203798	2.19431241386275	0.186710160908836	1801	TRUE
al2_41	1.9414621824931353	1.82259274864167	1.55525303231084	2.04944139419653	0.126137288724028	1551.84008475241	TRUE
al2_42	3.3253181540687047	3.7238789075472	2.82349628952823	4.70340014549548	0.481140822262833	1637.02752132513	TRUE
al2_43	2.770228561818781	3.32151521610905	2.1629500013067	4.78522161050888	0.690982431675539	1801	TRUE
al2_44	4.627705180523449	4.07750976047277	3.2605756070002	5.03636360371308	0.456461579868199	1801	TRUE
al2_45	1.7221942639012449	1.74800832642823	1.44303141919154	2.10604124854447	0.16797098918857	1642.68115940659	TRUE
al2_46	3.5971538787071458	3.64443520724562	3.08867116392681	4.24388739003613	0.302846787041409	1801	TRUE
al2_47	1.1255561709077	1.65117308410998	1.15394434907406	2.18043460368412	0.262572195984469	1801	FALSE
al2_48	4.312229419340027	4.54496585785125	3.47191929978127	5.58514703247096	0.537495975093844	1801	TRUE
al2_49	4.575233894263629	3.79273584479966	3.02394629125324	4.6095338760932	0.406342595562232	1801	TRUE
al2_5	2.6649105856784425	2.3642511510707	1.88445392140945	2.81349553676536	0.23434083026645	1801	TRUE
al2_50	2.1748681459655073	2.16776444446599	1.96828616688087	2.36043135118209	0.102325636980667	1761.81559637589	TRUE
al2_51	4.485506809094541	4.46597012120065	3.64908837899968	5.32051386126928	0.444245188660128	1579.69266511201	TRUE
al2_52	3.534120925867572	3.21596455605385	2.39366417965581	4.19960494029281	0.465952818675761	1801	TRUE
al2_53	4.830597703810651	4.71323396156943	4.15479941070003	5.29145792897603	0.290763155780469	1396.47249329618	TRUE
al2_54	2.9336718096864423	2.90980177858015	2.42029683950646	3.45139008676007	0.261942739771074	1801	TRUE
al2_55	2.0116566215430316	2.03547258648049	1.86651332147261	2.19638090852589	0.0844239023171275	1801	TRUE
al2_56	1.1878400275524101	1.48060194300836	0.816886504364337	2.24342926227804	0.38800955715487	1749.23273357717	TRUE
al2_57	6.663021562086443	5.818704414185	4.93034626159515	6.74486394728965	0.4738621428957	1512.09735130095	TRUE
al2_58	8.791674576712863	8.50887577054826	7.88002400831913	9.23901125502136	0.349445970937821	1801	TRUE
al2_59	5.815828410260078	5.42231803228208	4.55813923342868	6.28065587721105	0.453691599432196	1614.49227959686	TRUE
al2_6	3.445584354915756	2.6673036582808	1.43334131936501	4.04553101812343	0.719834344285135	1747.6229322608	TRUE
al2_60	3.891357958682022	4.23035507992293	2.90833795047718	5.73843637874081	0.73410326742197	1801	TRUE
al2_61	2.9173418632078945	2.65330824114956	2.3847882420801	2.93063649321887	0.140438937644932	1801	TRUE
al2_62	1.8934936825743482	1.84496692732781	1.72177752982708	1.96605844085409	0.0626364045037914	1801	TRUE
al2_63	2.6140645513800687	2.46083600502894	1.26832047730514	3.74251604152814	0.669740020615877	1801	TRUE
al2_64	1.8077188687821277	2.2429625847513	1.49111503729198	2.89414675702824	0.366746678717203	1539.9921967541	TRUE
al2_65	2.370103763054853	2.58482887733826	1.84171363679239	3.34163679404624	0.396768649936197	1786.2862834715	TRUE
