simulation	true.val	mean	HPD95.lower	HPD95.upper	stdev	ESS	is.in
al2_0	418.4167277817175	426.456070874648	409.533439809708	444.988147363349	9.05919294707654	1227.54880654626	TRUE
al2_1	985.5325801276542	940.498288685236	854.248747206963	1032.90269609603	47.4337472448658	697.517322628031	TRUE
al2_10	471.8230265821356	520.807890810145	465.880685966739	575.42031958686	28.3485570574414	1173.11231330027	TRUE
al2_100	1128.0675345486015	1103.08770475785	1048.83275239607	1156.55186365546	28.558624474923	1044.54579160146	TRUE
al2_101	198.62877631299907	195.812514812582	185.283223858505	205.365523544341	4.97633065958026	1273.82993845	TRUE
al2_102	2383.9076122440415	2316.60805374215	1746.01877554949	3153.89043334402	414.136667546714	1789.02705144268	TRUE
al2_103	425.30821885738123	413.800518533867	393.271213506579	433.316617302418	10.3546576397412	1066.21535662235	TRUE
al2_11	87.23467590879753	85.6235778939368	81.3098517322535	89.7498388598549	2.16300003722278	1168.9655028346	TRUE
al2_12	336.1950586359767	340.047945116015	326.635214641777	355.176133984527	7.27276311431811	1073.88578352269	TRUE
al2_13	11596.133589894771	9598.60303090474	6793.07587871515	13618.4189698663	2044.45824813421	1570.88751091411	TRUE
al2_14	227.4607800005028	224.693432424497	216.400408096559	233.037872768695	4.3593103209281	977.10399745826	TRUE
al2_15	546.6208039796633	519.923602754618	468.814208390251	564.732806304501	24.696509716372	1419.36171783518	TRUE
al2_16	303.7066802702089	288.524913157535	271.78362349537	306.802206521219	9.00284471757975	1402.72160690677	TRUE
al2_17	554.5354121838244	568.475415822695	548.082233747341	590.517954786007	11.0158763153897	995.457070270703	TRUE
al2_18	200.78366437029703	197.18557953932	185.209071760034	210.250136438916	6.5688979757261	1247.59549052319	TRUE
al2_19	1457.0124134735886	1503.21644254497	1394.61495321511	1619.34553583567	58.7791891179063	788.685220681211	TRUE
al2_2	141.57328638434922	138.976583317522	132.836864377925	144.759938516715	3.05063246647607	1365.52130952594	TRUE
al2_20	990.5904257902059	979.217883659124	909.769031226788	1064.47460101383	39.0906977532141	906.357922272587	TRUE
al2_21	250.8711865672902	251.193133246608	235.275360689234	265.431089053428	7.72654441294079	1214.80827144491	TRUE
al2_22	1802.7932784124205	2150.51410609411	1691.49433595927	2813.70142620045	329.187682088528	1761.63058072875	TRUE
al2_23	1666.9092876558807	1658.71192629161	1535.41798791296	1774.35278472168	61.531684089147	785.924307053554	TRUE
al2_24	78.35032565781486	75.2400971889844	70.3600564598105	80.7921663092857	2.64323479350384	1194.50488864835	TRUE
al2_25	1349.2713099244006	1302.64287488421	1225.32061598563	1390.72679628617	42.0314617245573	778.330375779781	TRUE
al2_26	391.29241079421064	413.865891166822	377.085525989002	450.22315935474097	18.77062289442	1327.19206977127	TRUE
al2_27	1002.4351340492587	868.500035484018	762.136518355709	984.321426898126	57.0095023334482	995.750289856006	FALSE
al2_28	218.24003698387455	216.196574504562	203.628761558212	229.079487694681	6.52415674567519	1252.59732939822	TRUE
al2_29	549.0422841615875	589.923055452152	549.422177212074	628.000505899857	20.1796785358654	1085.00128789346	FALSE
al2_3	809.163305727443	799.545673687954	755.404617897017	843.639604140425	22.4595137881325	943.127275611544	TRUE
al2_30	232.17819275812303	234.3514568896	205.311729937098	268.484342839102	16.6741965651974	986.874730465143	TRUE
al2_31	328.12445011699043	343.01813711907	332.182053827079	353.327575905803	5.42328998704181	672.973912870455	FALSE
al2_33	1192.3838250814204	1292.83737270063	1082.75803578933	1520.3398038114	113.840477266301	622.066503354779	TRUE
al2_34	2552.954456553101	3300.18258927239	2438.41199619688	4608.36488039106	639.147083192733	1266.72996178723	TRUE
al2_35	1846.2465029569762	1930.53852299657	1464.52065918354	2553.76014013614	326.49969525575	1324.39146126765	TRUE
al2_36	324.4458212058623	301.991704838563	269.082729375652	340.939923773957	18.8832098488851	776.689094361681	TRUE
al2_37	23471.4758764147	25469.065999431	19457.7772878427	32476.2520881691	3861.20126587145	327.164853698571	TRUE
al2_38	1050.3638306988641	1023.18449053855	881.426654604275	1144.00064718398	67.5610281050584	838.754215075464	TRUE
al2_39	337.43229524247	329.261709609568	320.555893012188	338.514926668132	4.74292452403847	947.274695194716	TRUE
al2_4	463.8897315831027	461.707118180759	437.12796765135	486.459689938645	12.9478490969688	1108.35614778107	TRUE
al2_40	221.9550591538381	208.446263061632	199.412698827842	219.934589925436	5.31523685704482	1288.76576258921	FALSE
al2_41	265.4710964727788	259.004261307932	249.556920098548	270.243043216727	5.33630505161784	1167.44428815213	TRUE
al2_42	160.55682245028493	168.278706842623	155.962624986265	181.697207012777	6.62889164767964	1366.79737296088	TRUE
al2_43	248.41111144876146	249.663463558117	218.516611042852	287.004918506049	17.2880741233192	1275.1817791198	TRUE
al2_44	314.46461119275415	323.498490686476	306.240432328654	341.899779215539	9.08689314615153	1044.3363554786	TRUE
al2_45	126.70335935768364	126.813961985229	119.973879177904	133.075151441601	3.43300840021407	1148.80270323939	TRUE
al2_46	457.7726985885991	446.650913818931	418.270748882827	478.695888518268	15.4169931563981	1033.76930951937	TRUE
al2_47	550.4342490318032	545.947558615784	506.748945681144	585.416301707	20.1157276889886	998.920114958865	TRUE
al2_48	208.51145011899382	207.765575775551	199.983657708542	216.112862581734	4.24053983191622	1396.55846903975	TRUE
al2_49	128.59949491062667	128.174096135448	123.356654265882	134.329791922841	2.76385726664343	1025.10768351344	TRUE
al2_5	355.40965052542657	354.030970257107	340.08358977717	368.063567996366	7.20803250225069	1728.22061806958	TRUE
al2_50	1580.635071471893	1584.49819903447	1374.91468136563	1910.68483729372	175.934225095976	1535.31753880301	TRUE
al2_51	471.120136927713	470.43848029026	437.522928351071	498.681755730047	15.4633272285358	1024.71088789355	TRUE
al2_52	336.09378845187706	346.688659313214	321.070523573825	373.062560688546	13.2945726317667	1525.68376727696	TRUE
al2_53	384.3841180574519	388.594780632069	378.55399811035	398.900664962926	5.29026799362539	1055.78020677874	TRUE
al2_54	325.07954337340277	315.244646364003	297.589714505123	337.36070495047	10.2708862094102	1275.21801055969	TRUE
al2_55	7865.243794893485	7414.03266143403	5013.9100809406	10414.2863472277	1561.00827897464	1585.18942722472	TRUE
al2_56	113.64336554103313	115.550001761079	104.215901565029	128.751272940103	6.28340897684762	1102.18626565441	TRUE
al2_57	516.6179176546825	511.86090296546	477.636733773521	549.320505055066	18.8295976092631	1254.34885487656	TRUE
al2_58	73157.7020160781	55787.9572320757	34144.0850970619	82434.9089483928	13636.0202526852	693.362626035275	TRUE
al2_59	445.2232520417669	453.200966035278	436.077915794064	472.810454120457	9.44740171363861	1028.24709512637	TRUE
al2_6	475.1466071810859	463.298648738103	409.858986503252	522.294508732895	29.474972063754	1119.13045449492	TRUE
al2_60	102.07129868049361	98.7540005895738	92.2785558368629	104.932010742166	3.24270925099506	1356.22423167621	TRUE
al2_61	1441.219401634027	1429.13731088738	1316.40686328828	1548.86168610508	79.157638928151	1801	TRUE
al2_62	676.6541936567452	624.423162339911	586.261117754327	665.493257715096	27.476684352156	1746.47486800809	FALSE
al2_63	561.2401508286338	580.677973465055	513.850583303915	651.603903760979	35.2664624907078	1084.0815339281	TRUE
al2_64	260.24704018020566	269.615155004544	247.48424941966	292.683401123131	11.5662317494288	1301.57341654834	TRUE
al2_65	1283.0996848915884	1333.39598751429	1160.93448124409	1514.62716201562	92.6362705263236	735.474510594339	TRUE
al2_66	378.50202497495275	373.146594197707	345.230359506628	401.852348063883	14.5499434882674	1073.34459163784	TRUE
al2_67	83.87127684428036	81.3614066538387	76.0324586252652	87.0497078246956	2.87016730081441	1326.33788418579	TRUE
al2_68	1983.3376299497381	2039.97784337111	1861.06162778441	2251.25788533671	99.1729785369812	1160.03367922808	TRUE
al2_69	171.93590003294406	176.635608378001	157.840723849262	195.192504163346	9.61564289127537	1110.03162117668	TRUE
al2_70	163.43297063448608	166.533991405298	144.56693816491	190.082072016299	11.9712635902839	1217.92573918349	TRUE
al2_71	1040.7811725975341	1035.81435047521	958.41200462492	1114.06680724533	40.774470141001	1118.94758056621	TRUE
al2_72	217.64124211535793	221.234534312584	205.544273551238	236.556973257376	7.98679773711841	1391.31297012301	TRUE
al2_73	501.9713639388929	508.919816376727	488.431332051017	528.901043923697	10.2283459358092	1138.12015051383	TRUE
al2_74	148.36704060947355	145.888731903226	136.905828759393	156.842094728619	5.00918615446292	1576.80316821737	TRUE
al2_75	65.70811354022861	65.4192549074307	62.5415103874512	68.1813213429025	1.43031994317503	1004.17860882325	TRUE
al2_77	414.02010223430375	416.864588693635	374.089110921074	463.75182406388	22.6904897157536	1117.29279713026	TRUE
al2_78	111.29785465074954	112.1333898441	103.864897843993	119.661203202889	4.09356975163892	1204.66551980332	TRUE
al2_79	620.6889463183821	649.316936291244	598.256958679935	704.787301782382	27.976476987528	1540.62516517415	TRUE
al2_8	113.9193217719806	110.016562332498	105.489114269075	114.413056873442	2.31374686785063	1131.36043879955	TRUE
al2_80	2256.1028354462214	2167.51100717177	2019.44847545272	2322.27259329372	79.4709186891078	817.274452458961	TRUE
al2_81	842.2089406593597	851.070496375815	813.966370651073	892.151939737357	20.509143637155	994.079832262626	TRUE
al2_82	273.3289875445368	275.888955618057	260.932561239998	294.287502153892	8.68153033566572	1390.41514042728	TRUE
al2_83	1179.7758282824161	1200.8974877129	1111.77581959827	1298.29553936827	48.1507297893747	566.580652159743	TRUE
al2_84	508.0162717334604	529.693672459851	482.965171211793	571.703284248988	22.8549224626125	1256.95298019623	TRUE
al2_85	72.30121232472311	77.2002143042583	70.9125222679537	83.6316245326029	3.19980814690697	1281.17296133465	TRUE
al2_86	142.63164980191442	146.469605241184	140.976602346652	151.611502724389	2.73231839575425	1255.77902703648	TRUE
al2_87	2958.3902652307465	3774.38686484129	2742.69083346448	5289.02278955134	770.336963896266	1801	TRUE
al2_89	84.94118414182347	81.0537952838956	75.368630699906	86.8639237116651	2.98392340613502	1156.37381297444	TRUE
al2_9	6450.820470062093	7090.8373359076	4620.56537928047	10046.9685211849	1535.81791574131	1476.29071154878	TRUE
al2_90	123.53979370324757	120.689097204675	111.40508305989	130.911011715425	5.07884990012937	1133.82457356095	TRUE
al2_91	763.2062212258869	685.017033822963	640.191533898635	728.665026854524	22.7741379805806	1260.66384666309	FALSE
al2_92	306.7404969364744	302.719915697416	277.3159015096	329.212134598505	13.4842066124904	1088.66702736914	TRUE
al2_93	1708.204838184839	1647.76239265222	1252.19851385355	2211.47463394548	275.781217342757	1678.80120739112	TRUE
al2_94	1792.5877873873922	1682.45612956357	1547.47249851777	1818.9034311792	70.1783550853174	856.284354544184	TRUE
al2_95	1027.4282602072187	1023.34810792315	959.062041423334	1081.04722978066	31.0300682929101	1172.19442012052	TRUE
al2_96	100.78107428849565	98.4617525601053	90.1644654341867	107.134219231081	4.35911435819524	1083.72536200108	TRUE
al2_97	405.8511002368339	403.314944265213	389.114615961787	417.140438758486	7.30083043612862	1269.74799242811	TRUE
al2_98	786.0059603878306	846.850795777188	781.481516047204	915.079312742033	34.180918049957	650.268323475586	TRUE
al2_99	760.3652241599965	763.272687262333	735.566852655709	791.549223338701	14.7106849791973	1054.66791241177	TRUE
