simulation	mean	HPD95.lower	HPD95.upper	stdev	ESS
al2_0	0.0856029535653597	0.0742363464816971	0.0954409952231506	0.00557764473545939	1705.00325436231
al2_1	0.424199222619819	0.366319333299685	0.479997923969853	0.0297688002545735	1335.33512536825
al2_10	0.308782474334434	0.251340215666931	0.369483856227613	0.0304815551921771	1755.56515616921
al2_100	0.151008422755144	0.131103162755027	0.17232999479963	0.0107298646198889	1760.04778777612
al2_101	0.0777970729759532	0.0568113078971443	0.10034049978983	0.0114188919221108	1801
al2_102	0.380442296007931	0.369149524022391	0.390262168599471	0.00530440425129849	1438.72024549475
al2_103	0.325139386186621	0.294529282829385	0.358324557657527	0.0164559927320797	1801
al2_11	0.425857481720022	0.378892007221689	0.474004615589643	0.0245115438738232	1801
al2_12	0.378973533580606	0.350328164291541	0.405048613365948	0.0143889597506849	1801
al2_13	0.414207604865634	0.397158435648095	0.43238032178576	0.00891904832991877	1683.8949777492
al2_14	0.0924849459731137	0.0704422371676198	0.114257408780378	0.0115105959964176	1776.86900293764
al2_15	0.151766679442403	0.129921020707341	0.178077692225505	0.0123931155402749	1801
al2_16	0.0914106026876468	0.0603263453086192	0.124872412170882	0.0170823739605473	1634.16323892521
al2_17	0.350651876927504	0.332358724014808	0.368899862877352	0.00912573184455834	1801
al2_18	0.12599823582018	0.0924104388690267	0.155646031977437	0.0160548579244743	1801
al2_19	0.200007328527053	0.178192198614652	0.221752112412342	0.0111928675788737	1519.0731817258
al2_2	0.330166816922352	0.288221908469369	0.370218934638685	0.0209184464617926	1729.80242266359
al2_20	0.263800302682406	0.227903963870112	0.296317493748867	0.0174699452123751	1630.60448106672
al2_21	0.0560986879275036	0.041819552487282	0.0723555220230461	0.00790383009998171	1638.13259782249
al2_22	0.111609641730316	0.105397816007837	0.118066194964974	0.00330858784757041	1658.00750521887
al2_23	0.153789506852573	0.138543299202164	0.16943065073016	0.00794893886353049	1801
al2_24	0.142767379095957	0.103285799068405	0.185053875396083	0.0210901084216459	1589.97288591141
al2_25	0.368811896306724	0.347877462485503	0.391964884492539	0.0110514612095094	1801
al2_26	0.152242588146451	0.114362959409272	0.19504279219637	0.0206890080862278	1362.74335351811
al2_27	0.223108298404392	0.188908284559346	0.264506289904968	0.0197104416119539	1801
al2_28	0.270005498219832	0.233278265525828	0.303035097510692	0.0177172007462812	1801
al2_29	0.368364898197168	0.331733910201486	0.40621046886717	0.0190540454478701	1799.48619320188
al2_3	0.127796026306784	0.117349669584902	0.139441544871305	0.0057749824230029	1174.95918140822
al2_30	0.426768054588131	0.369660632476066	0.485543721724729	0.0299493468362574	1801
al2_31	0.139848369692504	0.127639848749096	0.15164137628595	0.0060322958340455	1801
al2_33	0.421355948570891	0.368851094007667	0.473753622733017	0.0277134251382745	1801
al2_34	0.436195989577409	0.423264598627389	0.447350705142555	0.00615907740717123	1801
al2_35	0.406284592785443	0.391899174496984	0.419795944096335	0.00724204913553833	1605.24895653505
al2_36	0.243424236716707	0.19679489618079	0.291306257796549	0.023775660324136	1801
al2_37	0.237017910666324	0.219064748832892	0.253381858046254	0.00871100431844635	1745.36193324355
al2_38	0.426054220524321	0.373145228347086	0.485251467228652	0.0290625080538227	1801
al2_39	0.0986617947458993	0.0860644520416503	0.112537564637231	0.00676103628610321	1561.42146598514
al2_4	0.239458958759471	0.222051514442777	0.26013663167315	0.00979480575389624	1439.88513083747
al2_40	0.382843446577781	0.345935909128071	0.421362481135452	0.0198599956755864	1757.5569985383
al2_41	0.567537336385962	0.537198718280947	0.597810822860008	0.0156524503726854	1688.46814978326
al2_42	0.356999971008805	0.313263541239634	0.400455154624717	0.0223504001656558	1650.00279568742
al2_43	0.255159980889553	0.20474083955696	0.308859048537835	0.0266828568932941	1718.86236287263
al2_44	0.0637088158602194	0.0525167860027453	0.0754394478285871	0.0058938065314573	1572.76226155028
al2_45	0.423425648516284	0.375939496651464	0.473997053771995	0.0252566532876505	1801
al2_46	0.182367074402525	0.155356758078314	0.209139620861795	0.0136977251750822	1801
al2_47	0.110431127576902	0.0765902054922571	0.149803959657567	0.0185711872902364	1785.40069651344
al2_48	0.189993292996924	0.172189181055691	0.208081527308359	0.00935772588450148	1801
al2_49	0.232319332034807	0.202884416908687	0.26088366316521	0.014760961398246	1784.92491410552
al2_5	0.419421539948115	0.393197775777225	0.448398314761085	0.0138353589163546	1801
al2_50	0.182981893313502	0.175513738245346	0.190436889381308	0.00380808175340492	1669.71627285776
al2_51	0.0417363587006233	0.0311129772866549	0.0534692799191438	0.00592285855722626	1624.37597541558
al2_52	0.188979784686512	0.153263874307985	0.225118179502532	0.0188984008862314	1801
al2_53	0.197336569316285	0.18404057846177	0.212289208436087	0.00728092601309496	1801
al2_54	0.140509538866227	0.0988857666463639	0.17931673164334	0.0207205626271561	1801
al2_55	0.197189124916508	0.18993702984818	0.20488152146876	0.00386117010296213	1801
al2_56	0.513897173164953	0.450806246755511	0.573678800469896	0.0314365944616115	1801
al2_57	0.179821876292474	0.150007620520261	0.212390679745861	0.0161691431289562	1636.74642410951
al2_58	0.28573928144479	0.279110420288714	0.292637916718268	0.00348380931554858	1718.00696430695
al2_59	0.558873901164755	0.532958160668677	0.583831448894181	0.0130921709603972	1801
al2_6	0.295638305224101	0.248515527525662	0.34462445803597	0.0247590656806347	1783.50612913078
al2_60	0.109419472558913	0.0769758885004477	0.146282443597974	0.0181212373397691	1801
al2_61	0.102852672764401	0.0982190052303812	0.107412539685323	0.00235638613530936	1677.86305483959
al2_62	0.319947891403388	0.308847107566082	0.333163676579065	0.0062194673482187	1668.55361446082
al2_63	0.110424821349457	0.0754550418533994	0.147516152211211	0.0184431416595375	1720.40819430863
al2_64	0.408390966179221	0.349579167291092	0.466356401845294	0.0299221309482701	1801
