simulation	true.val	mean	HPD95.lower	HPD95.upper	stdev	ESS	is.in
al2_0	71.97354899171873	75.116542324349	69.9267194628076	81.0453565185422	2.84029122655599	1634.43684686293	TRUE
al2_1	158.18127776719285	141.595122791472	121.76118187061	165.199719287002	11.1196652838964	1170.5827264465	TRUE
al2_10	58.8720867967697	63.2323657425451	55.5114798681222	70.862737424174	4.00511526666426	1475.55198824086	TRUE
al2_100	128.23123239396585	126.712995446898	113.601497248166	140.76407487223	7.13985669761258	1801	TRUE
al2_101	49.479161650301116	48.807546131197	47.2674793858707	50.3296103196586	0.791418553184187	1801	TRUE
al2_102	472.5478301108994	393.704777945901	163.023819705366	778.307467973534	191.136619629316	1771.01941988838	TRUE
al2_103	63.614352699868164	62.6086244236364	59.0080230386264	66.4823013032225	1.91490233727094	1732.76552920773	TRUE
al2_11	46.10647809643202	46.2280794431591	46.0003646458595	46.6440134468588	0.208758610204098	1670.34760757497	TRUE
al2_12	57.13787212938178	58.0660938348403	55.1375118435596	60.714717853153	1.40889310239398	1547.82411696016	TRUE
al2_13	2553.4622421746326	1757.2398439105	640.463452825719	3533.379628009	942.769346521816	1734.16540044083	TRUE
al2_14	53.20324000142119	54.6326192222541	52.48008110005	56.9578740231102	1.18068749709191	1708.61625174867	TRUE
al2_15	89.4825980191288	84.7372237012558	72.5869115619275	96.0419572340818	6.17779131325954	1764.23066881767	TRUE
al2_16	50.83997244309139	49.4115302920803	47.2666008168543	51.8279887595406	1.19506427529106	1801	TRUE
al2_17	59.757215522059056	60.7743664911565	57.7212034974892	63.5750269272983	1.50945299285363	1544.21169495264	TRUE
al2_18	53.60029379393923	50.6384844368514	48.3287732781518	52.9837019138794	1.21856595296991	1514.11538146474	FALSE
al2_19	156.922326549577	165.891330382163	146.483239277876	189.109744830845	10.9359772434709	1205.62566429655	TRUE
al2_2	46.80983762169506	46.4968381203707	46.0002365840174	47.1766487829293	0.35417548354318	1732.86217124073	TRUE
al2_20	102.21283666385388	98.7594402812238	87.9487622272945	109.045347651888	5.41008340196747	1412.01922663028	TRUE
al2_21	46.383512625890354	47.379407021705	46.0017211012622	49.4508868968234	1.01674093272743	1670.58269281967	TRUE
al2_22	207.38541811346172	345.935192162884	157.209351979207	635.557198762377	147.121675441508	1801	TRUE
al2_23	186.62967194829025	189.97936053103	167.827456641637	214.342054348954	12.0547176417553	1049.15809421965	TRUE
al2_24	46.05778315542163	46.3125115107632	46.000256423116	46.880278712828	0.288892275523401	1778.80980463075	TRUE
al2_25	189.83498952959783	173.037079393787	148.791724843102	198.859266829608	12.5457148927007	1634.36892730155	TRUE
al2_26	57.04248148637485	64.092425108733	55.6320730340673	72.9010116906178	4.4377346393974	1601.11264816957	TRUE
al2_27	157.484212833159	139.200779724871	113.408185982008	163.934003042497	12.8750254879957	1334.06598881702	TRUE
al2_28	52.75692459557158	51.6652859482426	49.6114968104617	53.7930203504585	1.06608812563718	1801	TRUE
al2_29	70.56046417019473	82.4374815554787	73.407051239061	92.6744191600088	5.01057453578212	1676.75025223193	FALSE
al2_3	121.07645445362422	120.238222818323	108.067434345104	134.92673396878	6.99919530809139	1449.01041895145	TRUE
al2_30	50.12279564750849	50.7056348752097	46.03597918046	56.5656343125939	3.17476739875274	1575.80154952567	TRUE
al2_31	48.44246779993008	50.409321239882	48.3579067681828	52.5062846146303	1.05671220313486	1451.77411108154	TRUE
al2_33	200.06110693995257	243.242740627391	185.155025784371	306.270099203229	31.2305435917645	1038.69884838617	TRUE
al2_34	204.89136827189057	529.043748676488	175.172399468978	1112.4283911299	287.60848301263	1801	TRUE
al2_35	313.72228791680084	293.271698550719	110.459148060929	577.150381688275	147.576175604971	1333.91736247265	TRUE
al2_36	54.29826301674914	52.0002633808777	47.1560584792332	57.886193722221	2.8334815631128	1369.8362535959	TRUE
al2_37	3382.35424269992	3631.60899555736	2261.62141312734	5779.74500434647	1379.57456247635	792.56596145983	TRUE
al2_38	150.25095946024535	147.646150538641	121.125164425637	173.050610531907	13.3266835360543	1258.48283204793	TRUE
al2_39	55.18713293470649	51.9743805327986	50.1245875838323	53.7362407240049	0.93197567670209	1583.30509147284	FALSE
al2_4	76.51045600691495	75.2133424789577	66.2496453342244	85.4485041714614	5.0675957978885	1801	TRUE
al2_40	49.6351732755815	49.0440599947187	47.4408392245038	50.581526934976	0.816766880447475	1784.31986463423	TRUE
al2_41	61.24125965275078	59.4519123399861	56.7870140415199	61.7875329244224	1.29238376377145	1801	TRUE
al2_42	52.910763490297775	55.1196526300768	51.9621196099649	58.1422843236052	1.60910588752612	1801	TRUE
al2_43	49.45384881598982	51.4495122114418	46.8954090872582	57.1361334192172	2.82496066268407	1735.03775586669	TRUE
al2_44	70.98580677229646	72.814284770338	67.6918803928623	78.340204612235	2.73307588802767	1619.88125458658	TRUE
al2_45	46.21138609382858	46.5595194906661	46.0003056106671	47.2923676730539	0.39252629335825	1587.49150902292	TRUE
al2_46	85.96860511725285	85.0209983466304	77.3388086846394	93.0732290614559	3.9408704185304	1510.10203537846	TRUE
al2_47	74.015728032201	77.7785407105892	70.6244168270976	84.7134674847163	3.69587339989215	1527.52124565184	TRUE
al2_48	49.29050627935022	48.6238314215956	47.3758610048897	50.2362199995771	0.756250931780926	1532.17082587103	TRUE
al2_49	46.24404410165575	46.6069300298812	46.0091932078579	47.2185334424547	0.344329389627438	1715.43743814318	TRUE
al2_5	65.2336567732991	63.5678837734566	58.5177574160027	68.6489499097794	2.6303626796951	1801	TRUE
